TOT_POP,ICU Beds_x,Population Aged 60+,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_prevalence,COPD_prevalence,COPD_number,diabetes_number,CKD_number,y
8424.0,0.0,2273.0,43.8,2793.0,33.5,2134.0,8.0,6.2,398.0,680.0,202.0,508
32993.0,9.0,9368.0,47.4,12280.0,34.3,8889.0,8.4,9.0,2343.0,3067.0,868.0,2170
96807.0,0.0,19219.0,40.9,29364.0,27.5,19731.0,7.0,7.2,5158.0,8696.0,2351.0,4995
2151.0,0.0,645.0,46.9,823.0,33.8,593.0,9.7,9.5,167.0,260.0,69.0,170
28666.0,6.0,6536.0,55.6,12215.0,39.6,8701.0,9.0,11.1,2444.0,2949.0,731.0,1969
325695.0,39.0,66379.0,37.0,86536.0,26.0,60836.0,6.9,7.0,16268.0,26300.0,7091.0,16250
116321.0,48.0,17921.0,41.1,36330.0,32.2,28482.0,6.7,7.9,6984.0,11501.0,2785.0,5894
10020.0,0.0,2385.0,35.9,2622.0,27.7,2025.0,7.4,7.3,532.0,725.0,239.0,540
135693.0,12.0,30378.0,37.7,39992.0,31.4,33275.0,6.3,5.8,6143.0,9375.0,2854.0,6639
416075.0,54.0,94656.0,38.6,126175.0,27.2,88824.0,6.7,6.6,21452.0,31351.0,9027.0,21729
1928.0,0.0,758.0,53.1,792.0,37.9,565.0,11.7,9.6,144.0,279.0,69.0,175
76456.0,0.0,17086.0,48.3,28249.0,35.9,21018.0,7.8,7.4,4305.0,8305.0,2207.0,4573
4000.0,0.0,681.0,48.0,1409.0,36.2,1062.0,8.4,10.2,299.0,413.0,103.0,248
5393.0,0.0,1941.0,43.1,1956.0,34.1,1549.0,8.3,6.2,282.0,534.0,157.0,375
6411.0,0.0,1856.0,49.3,2564.0,35.4,1840.0,9.7,11.2,581.0,724.0,183.0,503
1986049.0,648.0,307269.0,47.1,696450.0,37.7,557349.0,6.6,5.7,84995.0,198276.0,45733.0,97014
65456.0,22.0,16359.0,44.1,23755.0,34.4,18533.0,7.6,8.3,4448.0,6014.0,1649.0,4107
57618.0,6.0,16027.0,43.4,20413.0,31.0,14568.0,9.3,10.0,4694.0,5619.0,1644.0,4357
14307.0,0.0,3193.0,58.4,6495.0,43.4,4828.0,10.5,13.2,1470.0,1675.0,401.0,1164
13125.0,0.0,3806.0,45.4,4719.0,36.8,3825.0,8.2,7.6,795.0,1148.0,340.0,857
39944.0,0.0,10695.0,61.5,19534.0,41.8,13278.0,12.0,15.0,4776.0,5246.0,1223.0,3808
21737.0,0.0,5494.0,48.2,8209.0,33.1,5636.0,10.5,11.3,1929.0,2401.0,629.0,1790
6336.0,0.0,1362.0,33.4,1612.0,23.8,1150.0,6.6,6.8,327.0,430.0,140.0,317
26575.0,10.0,5831.0,44.7,8970.0,32.1,6442.0,8.9,10.3,2063.0,3258.0,802.0,1793
15041.0,5.0,4939.0,51.8,6370.0,37.0,4554.0,11.2,12.6,1547.0,1776.0,491.0,1380
38798.0,16.0,10020.0,55.1,16536.0,41.2,12367.0,10.8,12.3,3678.0,5281.0,1324.0,3248
13565.0,0.0,3948.0,48.6,5225.0,34.2,3675.0,9.3,10.5,1126.0,1352.0,384.0,995
15479.0,6.0,4085.0,46.5,5622.0,34.8,4211.0,8.7,10.8,1311.0,1629.0,402.0,1058
763.0,0.0,232.0,44.4,270.0,34.1,207.0,8.6,7.1,43.0,69.0,20.0,52
35680.0,22.0,7974.0,49.3,13358.0,36.8,9979.0,8.9,10.4,2831.0,4177.0,1040.0,2422
618.0,0.0,172.0,47.5,238.0,36.2,181.0,8.8,8.0,40.0,64.0,18.0,44
207269.0,57.0,41694.0,40.5,65265.0,29.0,46744.0,7.0,8.0,12866.0,17368.0,4650.0,11235
23884.0,0.0,9877.0,57.9,11785.0,41.2,8392.0,12.8,13.2,2683.0,3216.0,901.0,2598
224347.0,67.0,44346.0,46.7,80437.0,32.5,56026.0,7.1,8.7,15022.0,18248.0,4742.0,12262
21199.0,0.0,4777.0,46.3,7260.0,37.4,5860.0,7.3,6.9,1082.0,1616.0,454.0,1140
39921.0,0.0,7520.0,44.6,13392.0,32.7,9820.0,8.5,10.7,3216.0,4103.0,1018.0,2566
3828.0,0.0,1272.0,47.3,1467.0,30.4,944.0,11.6,9.4,293.0,571.0,165.0,360
54402.0,14.0,15381.0,49.4,21921.0,32.5,14411.0,9.3,9.9,4403.0,5498.0,1551.0,4123
85063.0,16.0,22995.0,48.1,32443.0,36.6,24697.0,8.5,9.3,6289.0,8403.0,2252.0,5767
222631.0,42.0,29297.0,39.1,67042.0,32.5,55721.0,5.5,5.4,9209.0,16168.0,4227.0,9355
4514.0,0.0,1341.0,55.0,1994.0,37.1,1345.0,11.2,11.9,432.0,583.0,159.0,407
163694.0,9.0,27355.0,46.1,56504.0,36.2,44409.0,6.5,6.1,7520.0,14653.0,3503.0,7948
8315.0,0.0,2541.0,53.4,3520.0,38.2,2516.0,10.3,11.2,741.0,1128.0,285.0,677
14288.0,0.0,4326.0,49.1,5820.0,37.0,4387.0,10.0,10.9,1297.0,1880.0,478.0,1184
15596.0,0.0,4021.0,48.1,5795.0,32.8,3954.0,8.3,9.5,1149.0,1394.0,396.0,1004
4506.0,0.0,1391.0,50.9,1882.0,34.6,1280.0,10.8,8.0,294.0,735.0,190.0,399
32955.0,0.0,7478.0,41.2,11176.0,30.0,8147.0,7.7,8.9,2404.0,3095.0,838.0,2078
3424.0,0.0,1075.0,40.5,1103.0,31.9,870.0,8.2,7.2,197.0,299.0,90.0,222
628195.0,90.0,151809.0,39.3,196424.0,29.8,148994.0,6.3,6.4,31984.0,53389.0,13632.0,31557
10262.0,0.0,2784.0,54.8,4436.0,41.0,3321.0,10.3,11.8,955.0,1452.0,360.0,836
27271.0,0.0,7131.0,50.9,10829.0,37.1,7889.0,10.0,10.7,2277.0,3325.0,842.0,2117
2806.0,0.0,867.0,49.6,1075.0,39.5,856.0,9.3,8.7,188.0,285.0,80.0,202
259666.0,66.0,72684.0,29.6,61566.0,21.4,44457.0,6.1,5.4,11266.0,19071.0,6111.0,12652
5190.0,0.0,1703.0,46.0,1861.0,35.2,1422.0,9.8,9.1,368.0,560.0,160.0,394
7885.0,0.0,2206.0,37.5,2285.0,28.4,1730.0,8.2,8.3,506.0,686.0,207.0,500
8810.0,0.0,2327.0,47.3,3136.0,33.9,2246.0,9.1,8.0,532.0,849.0,244.0,606
64689.0,24.0,13924.0,47.6,22691.0,34.0,16199.0,8.0,7.7,3674.0,6343.0,1758.0,3790
105424.0,38.0,41387.0,50.8,44391.0,30.1,26324.0,13.6,13.3,11603.0,15100.0,4277.0,11879
18529.0,0.0,3934.0,51.8,7285.0,40.0,5625.0,9.1,11.1,1568.0,1926.0,455.0,1284
55852.0,18.0,14724.0,48.2,21228.0,34.0,14987.0,9.4,10.6,4663.0,5889.0,1552.0,4138
11983.0,0.0,2252.0,56.7,4807.0,45.4,3849.0,9.9,8.1,685.0,1732.0,400.0,835
43497.0,0.0,11604.0,45.5,15597.0,33.2,11380.0,8.7,9.2,3165.0,4233.0,1152.0,2982
17622.0,0.0,3568.0,59.7,7855.0,48.9,6433.0,10.7,12.4,1633.0,2882.0,688.0,1413
38779.0,7.0,9831.0,43.8,13826.0,33.3,10505.0,8.0,8.8,2777.0,3593.0,995.0,2528
124714.0,12.0,30279.0,34.6,34804.0,28.4,28575.0,6.2,5.8,5827.0,9137.0,2641.0,6220
3533.0,0.0,1110.0,46.6,1286.0,38.3,1056.0,8.5,7.9,218.0,320.0,94.0,236
52592.0,0.0,11992.0,52.1,20430.0,38.2,14983.0,9.4,9.5,3743.0,5847.0,1477.0,3699
720.0,0.0,195.0,46.4,254.0,36.0,197.0,8.5,7.8,43.0,65.0,19.0,47
277.0,0.0,32.0,45.1,93.0,33.0,68.0,8.3,8.0,16.0,25.0,7.0,17
106408.0,21.0,18389.0,43.2,34873.0,31.2,25187.0,7.4,8.9,7158.0,9608.0,2495.0,5984
143351.0,12.0,32782.0,46.2,51363.0,34.2,37992.0,9.1,10.0,11162.0,14759.0,3861.0,10054
14309.0,0.0,1355.0,54.2,4867.0,41.0,3684.0,10.9,11.5,1034.0,1607.0,434.0,979
11950.0,0.0,3564.0,47.3,4457.0,37.4,3522.0,8.5,8.2,773.0,1178.0,312.0,799
11879.0,0.0,2692.0,47.8,4390.0,33.1,3040.0,8.7,10.5,961.0,1267.0,319.0,795
28592.0,8.0,6636.0,44.3,9727.0,35.0,7680.0,8.6,9.9,2168.0,2647.0,717.0,1878
3468.0,0.0,601.0,50.7,1164.0,38.3,878.0,10.2,9.5,217.0,348.0,96.0,233
3370.0,0.0,1085.0,49.7,1324.0,34.8,926.0,10.8,9.8,262.0,404.0,107.0,288
54764.0,0.0,7093.0,45.5,18118.0,36.6,14577.0,6.7,7.7,3077.0,5197.0,1269.0,2663
484411.0,188.0,104898.0,50.5,187428.0,40.9,151828.0,7.7,9.4,34844.0,54466.0,12591.0,28767
11948.0,0.0,3394.0,40.7,3743.0,31.2,2866.0,8.9,8.6,791.0,1197.0,327.0,814
19660.0,0.0,5519.0,45.6,7099.0,36.7,5713.0,8.4,7.8,1208.0,1806.0,513.0,1300
3023.0,0.0,944.0,47.4,1111.0,37.2,872.0,8.9,8.6,200.0,304.0,82.0,209
8397.0,0.0,2576.0,51.7,3427.0,37.2,2467.0,11.2,10.6,701.0,1059.0,275.0,740
38754.0,0.0,9346.0,49.1,14809.0,37.4,11285.0,8.5,9.9,2977.0,3764.0,939.0,2560
20027.0,2.0,6312.0,35.9,6107.0,23.6,4016.0,7.5,7.0,1185.0,1654.0,554.0,1271
62607.0,19.0,15640.0,46.1,22681.0,31.0,15261.0,8.0,8.4,4125.0,6244.0,1609.0,3928
27689.0,0.0,7702.0,48.2,10919.0,40.7,9215.0,8.0,7.5,1708.0,2419.0,735.0,1803
39764.0,4.0,10800.0,41.8,13448.0,32.1,10327.0,8.3,8.5,2741.0,3814.0,1068.0,2654
5506.0,0.0,1672.0,47.5,1962.0,38.0,1571.0,9.2,9.3,384.0,559.0,148.0,382
88571.0,21.0,18624.0,49.1,33720.0,34.2,23474.0,7.8,9.3,6356.0,8492.0,2101.0,5361
9914.0,0.0,2793.0,47.4,3571.0,33.1,2495.0,9.2,10.3,778.0,942.0,261.0,696
344147.0,100.0,90290.0,46.1,130225.0,34.6,97721.0,8.8,9.3,26384.0,40680.0,9982.0,24965
49437.0,8.0,8363.0,46.1,16791.0,33.3,12136.0,6.6,6.6,2423.0,4143.0,1131.0,2406
47196.0,17.0,8335.0,42.4,15998.0,32.8,12380.0,6.9,7.9,2968.0,4499.0,1182.0,2586
8191.0,0.0,1475.0,30.0,2024.0,22.8,1540.0,5.1,4.8,327.0,488.0,163.0,346
5039.0,0.0,1792.0,43.7,1697.0,35.3,1370.0,8.4,7.7,299.0,443.0,131.0,328
28523.0,0.0,6402.0,45.9,9991.0,33.9,7379.0,8.0,10.0,2175.0,2716.0,670.0,1738
20383.0,0.0,5256.0,44.0,7033.0,35.8,5727.0,7.5,7.1,1130.0,1612.0,490.0,1197
22736.0,7.0,5422.0,47.2,8255.0,33.9,5934.0,8.3,10.2,1783.0,2224.0,547.0,1447
1388.0,0.0,324.0,47.9,491.0,36.9,378.0,8.2,7.8,80.0,134.0,34.0,84
621354.0,152.0,142622.0,36.9,180828.0,29.6,144931.0,6.3,6.0,29527.0,48296.0,13401.0,30634
6955.0,0.0,2245.0,55.0,3233.0,37.0,2175.0,11.5,13.5,794.0,938.0,218.0,677
45591.0,12.0,10871.0,54.5,19101.0,40.6,14219.0,9.8,12.0,4201.0,5394.0,1213.0,3422
622213.0,122.0,59457.0,33.0,136659.0,28.0,116061.0,4.0,3.7,15286.0,27505.0,8431.0,16376
883305.0,337.0,179193.0,23.9,182564.0,16.8,128455.0,4.6,3.8,28886.0,67258.0,17872.0,35077
47536.0,7.0,12688.0,47.2,17783.0,37.2,14023.0,8.7,9.9,3737.0,4796.0,1291.0,3292
68461.0,14.0,14853.0,53.6,27496.0,41.3,21181.0,9.0,9.8,5029.0,7585.0,1857.0,4638
161503.0,10.0,26064.0,48.4,59415.0,41.6,51085.0,5.6,6.2,7638.0,15416.0,3444.0,6919
21774.0,4.0,5365.0,52.4,8910.0,37.0,6285.0,9.9,12.1,2059.0,2482.0,588.0,1682
41933.0,4.0,6731.0,25.4,8062.0,19.6,6209.0,4.6,4.2,1345.0,2481.0,739.0,1473
67554.0,20.0,17201.0,52.6,27929.0,40.0,21248.0,9.8,11.8,6252.0,7458.0,1771.0,5230
5080.0,0.0,1314.0,41.1,1601.0,30.0,1169.0,8.4,7.5,292.0,490.0,138.0,326
36973.0,0.0,9459.0,32.4,9952.0,25.1,7715.0,6.0,6.4,1955.0,2687.0,822.0,1840
2585.0,0.0,1056.0,47.6,1000.0,31.1,654.0,11.1,9.1,190.0,292.0,85.0,234
57207.0,0.0,12351.0,45.8,19766.0,35.5,15319.0,8.1,8.5,3674.0,5123.0,1349.0,3481
1825.0,0.0,600.0,48.8,697.0,36.6,523.0,8.9,8.4,120.0,177.0,50.0,127
110283.0,32.0,35360.0,49.4,43966.0,34.6,30776.0,9.8,10.5,9317.0,12015.0,3423.0,8733
8276.0,0.0,2671.0,46.8,3024.0,37.8,2442.0,8.3,6.7,431.0,728.0,218.0,538
5478.0,0.0,1628.0,44.4,1872.0,32.7,1378.0,9.7,7.8,328.0,535.0,159.0,410
9338.0,0.0,2183.0,47.7,3128.0,35.8,2350.0,10.1,8.4,555.0,909.0,260.0,665
21531.0,0.0,4855.0,52.0,8384.0,39.0,6291.0,9.3,10.9,1751.0,2736.0,667.0,1501
3653.0,0.0,948.0,47.1,1265.0,35.4,952.0,9.7,9.1,245.0,405.0,104.0,260
72133.0,9.0,18043.0,34.4,19376.0,22.7,12799.0,6.7,5.4,3056.0,6211.0,1775.0,3764
160647.0,0.0,28002.0,44.0,53427.0,35.9,43594.0,6.2,6.7,8153.0,14723.0,3515.0,7505
33443.0,24.0,6942.0,52.9,13265.0,39.0,9776.0,10.0,12.4,3111.0,3999.0,1013.0,2517
1952.0,0.0,608.0,48.6,710.0,36.9,539.0,8.9,7.6,111.0,178.0,48.0,130
1818.0,0.0,577.0,46.6,655.0,35.8,503.0,8.7,8.0,112.0,180.0,48.0,123
165324.0,145.0,27635.0,51.0,60820.0,41.3,49260.0,7.3,7.9,9450.0,18099.0,4100.0,8764
9063.0,1.0,1891.0,44.7,2879.0,32.2,2073.0,8.4,8.4,540.0,808.0,226.0,541
79344.0,14.0,16785.0,43.1,26074.0,33.7,20364.0,7.4,9.4,5674.0,7195.0,1793.0,4442
3968.0,11.0,1034.0,45.9,1458.0,34.3,1089.0,9.1,10.6,337.0,419.0,117.0,288
53621.0,0.0,10425.0,52.6,21383.0,38.6,15688.0,8.6,10.2,4156.0,5656.0,1419.0,3501
95380.0,20.0,22468.0,50.2,37441.0,35.3,26332.0,8.4,8.3,6194.0,9755.0,2520.0,6231
14940.0,0.0,3196.0,51.5,6201.0,37.2,4478.0,9.8,11.4,1373.0,1752.0,437.0,1183
96109.0,20.0,21466.0,54.1,39015.0,38.9,28075.0,9.7,11.1,7986.0,10471.0,2569.0,7011
17335.0,0.0,4004.0,52.4,7192.0,39.9,5475.0,9.6,9.9,1355.0,2209.0,547.0,1321
79332.0,2.0,16938.0,43.2,26619.0,34.3,21121.0,7.1,7.7,4733.0,6011.0,1711.0,4379
104722.0,66.0,23474.0,52.0,41884.0,34.9,28130.0,9.1,9.9,8006.0,12957.0,2878.0,7367
50031.0,8.0,12746.0,52.6,20999.0,39.2,15658.0,9.6,10.1,4017.0,6030.0,1468.0,3825
6221.0,0.0,1620.0,52.0,2511.0,37.0,1785.0,9.6,10.9,525.0,679.0,174.0,462
75036.0,48.0,13870.0,52.3,30173.0,41.1,23706.0,7.6,8.2,4705.0,7433.0,1818.0,4381
9378.0,6.0,2512.0,43.5,3072.0,34.5,2437.0,7.8,7.6,540.0,810.0,222.0,549
29442.0,0.0,6978.0,47.6,10519.0,37.9,8374.0,7.5,7.3,1603.0,2224.0,674.0,1655
814901.0,72.0,143234.0,39.6,249524.0,31.1,196040.0,5.4,5.3,33429.0,61120.0,15994.0,33840
22482.0,0.0,4423.0,52.1,9242.0,39.2,6953.0,8.6,10.2,1818.0,2330.0,586.0,1518
28360.0,9.0,8520.0,46.2,10674.0,33.7,7791.0,9.9,10.8,2493.0,2905.0,839.0,2280
212128.0,42.0,45739.0,47.1,74673.0,36.9,58536.0,8.6,7.9,12591.0,20561.0,6229.0,13649
7711.0,1.0,1833.0,44.5,2627.0,36.0,2127.0,7.1,7.2,425.0,650.0,172.0,419
45641.0,0.0,10163.0,44.2,15516.0,34.1,11982.0,7.1,6.2,2194.0,3927.0,1020.0,2486
12037.0,0.0,3264.0,48.2,4439.0,33.7,3101.0,9.1,10.6,972.0,1169.0,315.0,841
28875.0,8.0,7221.0,50.8,11269.0,38.7,8577.0,9.5,9.6,2132.0,3199.0,806.0,2112
15392.0,0.0,5563.0,46.1,5839.0,35.9,4545.0,10.0,8.8,1109.0,1620.0,489.0,1263
209550.0,80.0,73559.0,47.4,82338.0,28.6,49710.0,11.2,11.1,19296.0,24750.0,7559.0,19531
17833.0,0.0,4585.0,48.1,6505.0,35.1,4750.0,8.1,8.5,1144.0,1639.0,450.0,1092
826.0,0.0,386.0,54.3,380.0,34.6,242.0,14.3,13.3,93.0,126.0,36.0,100
97331.0,0.0,17194.0,43.6,29970.0,35.5,24403.0,7.2,7.5,5179.0,7731.0,2212.0,4943
55626.0,9.0,14999.0,46.2,20084.0,34.4,14939.0,8.1,8.9,3879.0,5164.0,1438.0,3532
8929.0,0.0,2512.0,46.9,3234.0,36.5,2516.0,7.9,6.9,476.0,728.0,215.0,541
5546.0,0.0,1423.0,40.9,1643.0,32.6,1310.0,7.8,6.3,253.0,415.0,124.0,312
36501.0,0.0,9885.0,43.0,12743.0,32.1,9502.0,8.0,8.0,2372.0,3330.0,929.0,2380
66726.0,0.0,14535.0,50.9,25401.0,35.9,17900.0,8.6,8.7,4356.0,7099.0,1766.0,4276
10589.0,0.0,3930.0,54.9,4721.0,38.6,3322.0,13.1,12.4,1067.0,1540.0,407.0,1131
62162.0,0.0,13694.0,42.2,20437.0,31.0,14998.0,8.1,8.6,4173.0,6154.0,1606.0,3938
31363.0,7.0,7054.0,51.7,12243.0,36.0,8520.0,9.7,11.1,2634.0,3496.0,862.0,2285
46051.0,0.0,10280.0,42.9,14746.0,35.0,12025.0,7.3,7.2,2470.0,3461.0,1052.0,2523
24541.0,6.0,7042.0,45.3,8881.0,35.8,7023.0,9.2,10.0,1961.0,3131.0,788.0,1806
158652.0,52.0,35455.0,43.8,54150.0,32.3,39926.0,8.0,8.8,10922.0,15048.0,3996.0,9916
26989.0,6.0,6256.0,52.3,10820.0,38.8,8025.0,10.4,12.6,2605.0,3140.0,743.0,2144
43598.0,3.0,11630.0,43.5,15000.0,33.0,11382.0,7.9,7.5,2570.0,3686.0,1103.0,2722
79828.0,14.0,18842.0,57.4,36113.0,38.7,24346.0,9.8,11.1,6955.0,10465.0,2427.0,6165
53577.0,0.0,10544.0,42.3,17040.0,32.5,13096.0,7.0,8.0,3209.0,4300.0,1195.0,2836
85832.0,0.0,21894.0,44.9,30936.0,32.3,22251.0,8.4,9.3,6434.0,7999.0,2207.0,5805
481857.0,90.0,92850.0,38.1,139527.0,32.1,117647.0,6.1,5.9,21744.0,35011.0,9872.0,22273
1310300.0,449.0,205767.0,39.0,392670.0,30.2,303708.0,6.0,6.9,69369.0,113626.0,26580.0,60329
58402.0,76.0,14290.0,59.0,27382.0,44.3,20547.0,11.9,15.2,7044.0,7964.0,1841.0,5520
15029.0,4.0,3219.0,50.9,5622.0,37.7,4162.0,9.5,11.6,1284.0,1718.0,431.0,1044
26748.0,5.0,7582.0,51.0,11068.0,34.2,7420.0,10.2,11.7,2534.0,3043.0,831.0,2205
50825.0,8.0,10914.0,39.8,16593.0,31.9,13292.0,6.3,5.3,2210.0,3709.0,1104.0,2607
655.0,0.0,259.0,47.7,274.0,31.0,178.0,11.5,8.9,51.0,97.0,28.0,66
49568.0,8.0,11201.0,45.3,17448.0,34.1,13131.0,7.7,9.6,3693.0,4696.0,1157.0,2969
58799.0,18.0,14131.0,43.5,19849.0,34.7,15851.0,8.7,9.8,4478.0,5931.0,1490.0,3987
13257.0,0.0,3211.0,60.1,6252.0,42.5,4422.0,12.7,16.1,1679.0,1831.0,434.0,1324
12098.0,0.0,2764.0,56.4,5286.0,41.8,3915.0,11.2,12.1,1137.0,1531.0,386.0,1050
307117.0,120.0,67673.0,36.0,90308.0,28.3,70965.0,6.3,6.7,16768.0,24367.0,6779.0,15887
43545.0,4.0,10289.0,43.3,15399.0,34.6,12301.0,8.4,9.7,3446.0,3899.0,1135.0,2971
17650.0,6.0,4017.0,39.1,5233.0,31.6,4234.0,7.1,5.6,747.0,1325.0,386.0,947
4698619.0,918.0,651673.0,45.6,1572384.0,36.3,1251237.0,6.2,6.0,205605.0,460821.0,102160.0,214400
35845.0,16.0,8825.0,58.9,16491.0,41.9,11739.0,12.5,16.1,4517.0,5119.0,1157.0,3496
927781.0,82.0,122430.0,38.1,258567.0,32.3,219205.0,5.6,5.8,39507.0,75829.0,17990.0,37762
2249.0,0.0,661.0,51.7,943.0,37.5,684.0,10.2,9.6,175.0,279.0,72.0,187
10982.0,0.0,2783.0,52.3,4417.0,37.4,3160.0,10.5,12.4,1044.0,1319.0,339.0,886
27046.0,6.0,7271.0,48.2,10524.0,35.2,7681.0,8.1,8.7,1904.0,2574.0,690.0,1767
17753.0,0.0,5771.0,41.7,6048.0,30.3,4398.0,9.4,9.6,1400.0,1778.0,509.0,1366
5239.0,0.0,1632.0,44.8,1803.0,35.2,1416.0,8.5,7.6,307.0,448.0,135.0,343
1308.0,0.0,285.0,62.7,725.0,47.4,548.0,11.4,12.9,150.0,238.0,56.0,132
232173.0,57.0,42520.0,40.9,71592.0,29.3,51247.0,6.2,6.7,11801.0,17248.0,4344.0,10922
14539.0,0.0,4297.0,45.6,5142.0,36.7,4135.0,8.1,7.5,843.0,1246.0,357.0,908
131264.0,52.0,21484.0,40.7,41161.0,30.5,30855.0,7.2,9.2,9272.0,11168.0,2811.0,7304
24943.0,0.0,5493.0,52.5,10112.0,36.7,7067.0,9.5,12.1,2322.0,2639.0,682.0,1836
8664.0,0.0,2514.0,51.2,3468.0,37.3,2525.0,10.1,11.4,770.0,942.0,250.0,682
12456.0,0.0,3202.0,48.0,4872.0,35.9,3645.0,8.7,9.9,1004.0,1220.0,345.0,880
37320.0,10.0,8344.0,51.2,14540.0,35.6,10108.0,9.5,11.4,3235.0,4170.0,1009.0,2698
94347.0,0.0,11049.0,39.1,24972.0,32.6,20806.0,5.8,5.9,3740.0,6810.0,1795.0,3699
21935.0,5.0,5467.0,45.6,7746.0,34.2,5806.0,8.8,10.0,1697.0,2173.0,547.0,1489
69410.0,0.0,16583.0,50.2,27267.0,32.0,17381.0,9.0,10.5,5708.0,7560.0,1928.0,4872
15430.0,0.0,3828.0,53.9,6364.0,38.2,4509.0,9.5,11.1,1312.0,2213.0,521.0,1124
8732.0,0.0,1667.0,49.3,3429.0,36.7,2555.0,9.9,11.6,810.0,959.0,254.0,690
63227.0,0.0,14878.0,42.5,22143.0,35.4,18433.0,7.3,8.6,4461.0,5576.0,1542.0,3802
948201.0,381.0,173173.0,42.3,305086.0,35.9,258760.0,6.4,6.6,47780.0,79326.0,22862.0,46192
2516.0,0.0,729.0,47.8,929.0,37.9,736.0,8.3,8.0,156.0,238.0,63.0,160
11859.0,0.0,3689.0,55.6,5275.0,38.5,3651.0,11.3,11.8,1121.0,1847.0,458.0,1072
145331.0,8.0,22028.0,44.5,47928.0,35.2,37920.0,6.1,7.1,7609.0,13983.0,3248.0,6587
17246.0,0.0,2905.0,26.8,3835.0,19.9,2849.0,4.8,4.8,688.0,956.0,331.0,694
22628.0,0.0,5038.0,44.9,7765.0,33.7,5824.0,8.3,9.0,1548.0,2169.0,588.0,1431
21847.0,4.0,5642.0,45.3,7884.0,33.3,5792.0,7.6,8.6,1491.0,1855.0,530.0,1325
1377.0,0.0,487.0,41.2,477.0,30.4,352.0,9.3,6.7,77.0,132.0,41.0,108
461809.0,152.0,103054.0,40.1,145734.0,32.3,117503.0,6.9,7.7,28052.0,39411.0,10790.0,25001
207346.0,50.0,55472.0,47.7,79715.0,36.5,60960.0,7.5,7.7,12914.0,18737.0,5053.0,12529
2313.0,0.0,667.0,48.9,864.0,38.3,677.0,9.4,8.1,143.0,225.0,64.0,167
188715.0,24.0,56939.0,37.9,58238.0,28.4,43649.0,7.9,7.3,11237.0,16977.0,5240.0,12183
293718.0,51.0,66971.0,38.3,91485.0,28.7,68469.0,6.7,7.0,16811.0,25005.0,6758.0,15968
28047.0,0.0,6019.0,40.6,8369.0,30.6,6302.0,7.5,7.9,1635.0,2494.0,717.0,1551
200983.0,24.0,52582.0,38.0,59820.0,25.4,39987.0,7.8,6.6,10334.0,19227.0,5422.0,12335
2042.0,0.0,457.0,60.0,849.0,45.7,647.0,12.8,11.9,169.0,257.0,73.0,181
1092305.0,175.0,157546.0,36.3,301261.0,27.5,228463.0,5.2,5.3,43640.0,75717.0,20205.0,43410
102663.0,62.0,24080.0,47.2,37247.0,36.7,28992.0,8.4,9.6,7559.0,10254.0,2575.0,6669
18486.0,0.0,4794.0,51.3,7444.0,35.1,5092.0,10.0,12.0,1734.0,2068.0,518.0,1444
33190.0,4.0,9534.0,56.7,14983.0,41.0,10827.0,10.8,11.6,3072.0,4763.0,1190.0,2840
10542.0,0.0,3118.0,43.7,3681.0,32.6,2749.0,8.1,7.0,586.0,937.0,268.0,686
379099.0,259.0,76042.0,43.2,126338.0,31.2,91148.0,7.4,7.7,22548.0,36949.0,9440.0,21568
323196.0,16.0,57302.0,32.8,80251.0,24.5,59891.0,4.9,4.6,11223.0,22389.0,5835.0,11985
32120.0,7.0,8712.0,48.3,11824.0,39.3,9623.0,8.9,9.3,2280.0,3442.0,882.0,2176
10143.0,0.0,2421.0,59.8,4756.0,42.5,3379.0,12.6,16.7,1324.0,1412.0,333.0,1001
2929.0,0.0,883.0,38.1,836.0,31.1,683.0,7.6,6.8,150.0,220.0,67.0,167
24574.0,0.0,4687.0,32.9,6061.0,25.3,4664.0,5.3,4.7,874.0,1743.0,451.0,976
10569.0,0.0,2990.0,47.1,3801.0,37.8,3052.0,8.6,7.9,641.0,914.0,267.0,691
258111.0,149.0,55158.0,42.4,83283.0,30.8,60428.0,7.5,7.9,15431.0,22926.0,5907.0,14764
34117.0,7.0,8761.0,48.0,12763.0,35.3,9382.0,9.8,11.7,3104.0,3815.0,965.0,2607
12691.0,0.0,3005.0,53.4,5496.0,40.4,4155.0,9.3,9.9,1020.0,1946.0,456.0,954
49791.0,6.0,6710.0,30.1,12751.0,24.9,10542.0,4.8,4.8,2052.0,2924.0,934.0,2014
62190.0,4.0,12138.0,52.9,24383.0,40.0,18446.0,9.3,11.4,5258.0,6496.0,1673.0,4308
39022.0,11.0,10004.0,52.7,16014.0,37.6,11425.0,9.8,11.7,3562.0,4317.0,1077.0,2985
21561.0,6.0,4869.0,48.0,7841.0,36.4,5949.0,8.7,7.8,1267.0,2426.0,576.0,1417
10231.0,0.0,2798.0,53.7,4313.0,37.5,3012.0,11.4,11.3,910.0,1245.0,329.0,919
34223.0,6.0,8585.0,45.5,12494.0,33.7,9262.0,7.9,8.8,2411.0,3071.0,873.0,2173
5753.0,0.0,899.0,46.7,1849.0,37.2,1475.0,7.0,7.0,277.0,494.0,120.0,279
5463.0,0.0,1099.0,50.9,1970.0,39.2,1517.0,9.1,9.1,351.0,572.0,143.0,351
