Heart disease_number
3160
1231
5087
341
369
5311
437
150
1348
657
1980
5996
777
4397
247
1458
73
1945
14535
1491
25870
1213
1126
1587
32828
7094
4197
1776
705
990
1174
152
28630
2643
4458
1480
1433
508
2170
4995
170
1969
16250
5894
540
6639
21729
175
4573
248
375
503
97014
4107
4357
1164
857
3808
1790
317
1793
1380
3248
995
1058
52
2422
44
11235
2598
12262
1140
2566
360
4123
5767
9355
407
7948
677
1184
1004
399
2078
222
31557
836
2117
202
12652
394
500
606
3790
11879
1284
4138
835
2982
1413
2528
6220
236
3699
47
17
5984
10054
979
799
795
1878
233
288
2663
28767
814
1300
209
740
2560
1271
3928
1803
2654
382
5361
696
24965
2406
2586
346
328
1738
1197
1447
84
30634
677
3422
16376
35077
3292
4638
6919
1682
1473
5230
326
1840
234
3481
127
8733
538
410
665
1501
260
3764
7505
2517
130
123
8764
541
4442
288
3501
6231
1183
7011
1321
4379
7367
3825
462
4381
549
1655
33840
1518
2280
13649
419
2486
841
2112
1263
19531
1092
100
4943
3532
541
312
2380
4276
1131
3938
2285
2523
1806
9916
2144
2722
6165
2836
5805
22273
60329
5520
1044
2205
2607
66
2969
3987
1324
1050
15887
2971
947
214400
3496
37762
187
886
1767
1366
343
132
10922
908
7304
1836
682
880
2698
3699
1489
4872
1124
690
3802
46192
160
1072
6587
694
1431
1325
108
25001
12529
167
12183
15968
1551
12335
181
43410
6669
1444
2840
686
21568
11985
2176
1001
167
976
691
14764
2607
954
2014
4308
2985
1417
919
2173
279
351
2764
763
2419
1842
1834
5732
8218
1205
2106
1726
1716
672
24483
3993
1574
235
51440
4945
1292
3679
2410
87
7170
1019
2502
13991
2024
8383
30401
374
1201
1030
1336
960
913
8558
1918
6178
6495
223
7
3258
2004
27022
6846
264
3026
1132
2075
513
3085
376
8146
2542
93
47
15076
1588
1008
7786
21049
2507
3119
56
3604
4143
17351
987
7373
643
401
535
971
973
577
1052
451
1117
14352
1686
345
1696
9929
6913
2745
1265
2221
1822
1709
1632
595
3828
1408
232
3885
26398
7472
2909
971
919
2333
157
1376
152
4655
809
736
921
2488
18120
1235
2065
1051
7180
542
2351
8282
2477
3040
13064
2027
41823
2442
1919
356
1261
455
1694
4985
3132
654
672
4681
449
253
917
856
1869
12026
38151
3605
560
3964
14926
4304
663
881
14123
5630
903
2734
146
3757
289
11210
3635
3636
3189
3049
201
6085
1650
1891
2625
9713
1355
450
2421
506
1025
2282
1996
6026
2997
3767
395
686
16378
4523
1681
5548
1198
1409
1085
12076
149
7913
1473
134
79
4831
8730
2048
3282
1146
814
1497
2226
371
5301
8393
1249
731
62563
7420
14817
7002
1323
2374
874
3404
3235
2699
5173
1618
22510
1097
3428
1923
2951
48398
4766
2816
5407
56
1086
1088
23641
1217
594
2509
12070
4757
4675
988
1668
952
40556
494
6130
324
1295
1009
470
9401
1382
457
678
4755
1161
1081
29169
767
12104
492
194
941
2342
11389
2637
2390
1072
461
1970
1062
876
421
2468
265
697
9649
886
3329
3248
920
4100
284
1448
6026
78363
1022
2851
14892
2365
25838
54
10037
1768
4397
1010
474
4466
227
30044
37986
2981
529
1113
1993
6410
14446
13591
1331
97
26440
2523
2009
2814
8506
1862
1383
1564
1033
1519
419
45307
1778
225
460
902
6107
2331
750
677
1181
1987
3141
560
823
1641
2260
8363
4707
7521
103
2211
805
1342
587
659
159
2251
1448
899
4633
260
74
1471
418
1003
403
5231
1321
1670
987
14016
1478
5871
23497
1360
1266
1357
2429
2124
8396
1147
95392
382
748
1487
1940
4681
1960
3330
1148
1829
821
488
1694
864
25990
299
46814
2496
37455
3825
1418
50058
1088
2203
295
5766
2255
8547
266
90
522
7330
10568
2676
2615
2349
408
2089
566
960
255
3531
3066
2125
3376
2791
620
190
1342
694
407
15192
1165
804
1049
3753
2661
3074
2317
1246
2268
4301
1363
559
1358
480
7342
1380
498
2516
383
1334
2017
1822
64227
383
9212
7211
2029
1167
136
610
2161
2242
20005
1562
4453
4095
1740
2632
1459
32977
912
335
2248
1853
4410
6391
6368
415
3796
169
112
3724
976
2424
416
14942
1211
2445
2263
67657
713
11791
404
733
200
2522
1710
16028
12996
2615
514
346
4930
8300
380
12367
5441
972
1558
157
1731
437
402
2724
703
2199
1060
2812
5150
1619
1785
566
1734
759
3919
359
1719
5256
169691
1830
947
551
862
504
5185
325
3041
1039
2728
61
2092
504
8763
1122
328
475
221
5676
8615
372
1327
266
726
2125
2505
7875
18376
2220
675
4057
7363
12292
4170
679
1328
1675
11017
26937
26396
1265
738
435
1138
528
179
909
13013
739
52
610
1231
3870
381
7381
23840
93262
6960
2523
4305
39011
379
5699
390
622
3590
3581
5594
243
3900
1248
1003
4056
1692
1901
15896
889
987
1014
1788
1187
537
1175
621
2652
6579
3851
250
2297
137
1327
4055
158
1296
131
410
6269
11680
27
1605
591
1805
3151
743
1387
603
2232
1420
3189
7011
2250
669
13022
475
2914
1816
2431
2208
4550
10806
1806
3261
1343
5596
1689
1327
11594
11777
451
2719
4666
178
2066
580
2393
892
1382
1698
908
2272
471
14081
4043
26086
432
1421
1426
1460
4283
2038
580
1149
1099
2282
1408
1120
372
7162
1565
2468
4214
147
2222
2382
1394
903
2243
1475
5393
5176
6677
2211
1460
114
62250
1199
853
805
334
13693
3505
645
807
2933
205
11305
6260
2212
13119
1844
1727
1689
10873
1387
294
1327
4960
4559
20299
328
1731
467
392
1857
481
20256
152
787
14144
3262
5896
2113
1000
5542
400
272
142
3517
480
76128
491
7924
577
536
5442
4212
2244
549
12677
1662
75763
260
1665
2778
532
6670
166
2562
6420
881
8722
2172
3345
695
602
1425
694
6521
1053
137712
2545
2153
2794
1778
299
613
611
406
5017
513
2191
1663
33226
7269
7953
299
470
2783
291
4283
4301
986
1397
6329
2462
4705
667
534
645
1367
2457
2250
1531
2562
3376
2602
3818
2593
4375
326
11147
22505
2618
1553
7480
846
3882
3245
1585
13982
123684
689
238
4314
3576
1924
1706
3185
12343
1944
2417
7645
1034
717
5616
352
340
6845
382
524
27140
3295
131
2267
614
1022
1977
4837
5930
5276
6897
911
45
62
15651
2093
1314
79547
1852
1670
50635
7005
12372
736
4915
120639
151
7399
324
3366
6897
1404
3552
431
7364
16912
1322
7623
370
2243
4447
300
884
13347
2131
66065
1844
117
32863
2544
724
1444
218
1838
809
2278
5313
785
2994
3758
498
1191
573
458
1411
447
1017
659
172
2314
1437
6227
1072
1807
8397
205
1618
11404
2783
705
1863
34534
3463
379
3921
16150
1743
32341
383
1418
44960
222
910
792
19197
1069
142
1294
1331
47
1135
1248
1235
5782
4975
82
9652
2368
26844
188
493
14844
624
11403
1173
1549
5517
2319
5467
188
479
6299
20408
93
1970
1277
13997
1906
707
387
3896
1116
47503
2006
1195
3982
6567
407
276
12913
692
912
38374
1577
8198
2066
10048
3080
1253
657
4307
6752
3446
407
4202
238
587
49
6246
917
361
469
3671
1888
936
3384
1546
153
622
1139
429
382
14555
11556
998
1197
9901
3880
153
471
2845
675
3865
1115
2254
936
734
308
4612
1946
8848
1190
914
1596
2195
765
4101
5599
656
649
2579
6953
301
1202
1010
2584
8852
3783
3642
15878
5637
2010
863
570
1287
339
426
344
272
1323
2245
1432
2447
3259
3868
910
28026
2041
1206
2165
4040
4033
1933
523
6899
3139
3064
350
1082
2656
1647
7788
41569
9644
526
1316
3462
1146
28102
32766
1182
694
2839
371
6516
2441
220
1128
2003
655
10340
8404
7216
1532
264
1461
508
5750
2159
1056
5231
912
2482
33023
866
1970
820
1225
1430
2302
12721
1828
416
16450
2501
6042
40012
1768
808
1917
541
3716
1999
922
13864
9147
1709
120
244
2467
9146
1678
1410
3538
3198
1889
6704
582
22389
1269
678
421
1813
1320
219
67212
779
815
3206
1278
2778
2037
2812
6633
1293
2889
230
3643
456
1040
637
728
5789
2656
37481
6655
6373
1167
576
11142
1107
4934
821
5041
1522
10713
895
47805
2632
2388
482
2673
2492
1428
1185
2157
4686
2923
2268
321
23900
6763
3232
748
4674
364
4867
1276
21949
62896
445
12232
342
2496
2600
165
418
354
1499
478
231
5397
1842
1508
1406
1623
1105
1380
124
23274
3615
26244
1712
477
4513
1226
39688
2274
2394
2913
1059
3562
8502
3209
2002
6619
232
399
1820
749
1953
20574
595
883
147
1101
2254
2758
3411
88
312
30855
14162
10
9308
991
227
2108
997
2863
2596
2820
12626
1100
402
14899
2312
16729
583
14559
176
214586
1775
2033
1728
1243
2421
1069
3613
2267
9208
789
2975
83688
14170
2025
2703
2559
2633
1596
20228
1293
708
747
665
1021
1342
1265
593
10770
2089
768
2673
1029
546
11910
2886
16890
2105
7415
13436
4264
554
2136
1136
42090
5491
1301
1154
536
2568
1904
110071
718
2102
10444
46990
2631
239
206
6739
1184
39828
966
124945
1443
9684
1931
1501
6482
2456
3937
754
1106
1668
2905
5581
2593
6377
1677
1646
1043
14980
1000
440
365
23077
6255
6259
201
7365
5786
3985
10039
180
10673
1310
1425
1429
3033
38899
14174
770
858
2658
526
275
4202
5694
2930
242072
2789
256
1151
1307
7163
369
4209
949
270
2662
391
425
3605
7805
2982
6652
111793
23947
2898
2112
2929
1389
669
1149
10861
19213
2151
688
1299
254
2839
3980
477
3806
2516
2969
765
2984
596
45399
1496
668
10377
4587
1421
2061
9349
13400
564
5962
2647
2777
1490
1015
1626
226
52383
2028
6840
3665
4888
807
8608
5117
8445
1448
2687
1075
1861
1711
9400
1610
303
1905
278
16794
144
497
2582
